ID,Name,Price,URL
622506,Birds Eye Deli Beer Batter Chips,$6.00,https://www.igashop.com.au/product/birds-eye-deli-beer-batter-chips-622506
837729,Birds Eye Deli French Fries Garlic Herb Lemon,$6.00,https://www.igashop.com.au/product/birds-eye-deli-french-fries-garlic-herb-lemon-837729
190000001193,Birds Eye Deli Hash Browns Sea Salt,$6.50,https://www.igashop.com.au/product/birds-eye-deli-hash-browns-sea-salt-190000001193
483368,Birds Eye Deli Roast Duck Fat Potatoes Fat,$7.00,https://www.igashop.com.au/product/birds-eye-deli-roast-duck-fat-potatoes-fat-483368
301786,Birds Eye Deli Roast Rosemary Garlic,$6.00,https://www.igashop.com.au/product/birds-eye-deli-roast-rosemary-garlic-301786
483334,Birds Eye Deli Sweet Potato Chips,$7.00,https://www.igashop.com.au/product/birds-eye-deli-sweet-potato-chips-483334
138023,Birds Eye Golden Crunch Hash Browns,$5.50,https://www.igashop.com.au/product/birds-eye-golden-crunch-hash-browns-138023
931049,Birds Eye Golden Crunch Shoestring Chips,$3.50,https://www.igashop.com.au/product/birds-eye-golden-crunch-shoestring-chips-931049
131165,Birds Eye Golden Crunch Super Crunch,$5.60,https://www.igashop.com.au/product/birds-eye-golden-crunch-super-crunch-131165
930894,Birds Eye Microwave Chips Crinkle,$3.50,https://www.igashop.com.au/product/birds-eye-microwave-chips-crinkle-930894
172064,Birds Eye Parmesan Garlic Basil Deli Seasoned Chips,$6.00,https://www.igashop.com.au/product/birds-eye-parmesan-garlic-basil-deli-seasoned-chips-172064
159053,Birds Eye Potato Gems,$4.50,https://www.igashop.com.au/product/birds-eye-potato-gems-159053
172072,Birds Eye Sea Salt Rosemary Deli Seasoned Chips,$6.00,https://www.igashop.com.au/product/birds-eye-sea-salt-rosemary-deli-seasoned-chips-172072
126571,Black Gold Chips Crinkle Cut,$7.80,https://www.igashop.com.au/product/black-gold-chips-crinkle-cut-126571
152695,Black Gold French Fries,$4.00,https://www.igashop.com.au/product/black-gold-french-fries-152695
121911,Black Gold Straight Cut Potato Chips,$4.00,https://www.igashop.com.au/product/black-gold-straight-cut-potato-chips-121911
179249,Logan Farm Crinkle Fries Oven,$5.50,https://www.igashop.com.au/product/logan-farm-crinkle-fries-oven-179249
179257,Logan Farm Guilt Free Fries Straight Cut,$5.50,https://www.igashop.com.au/product/logan-farm-guilt-free-fries-straight-cut-179257
151893,Mccain Beer Batter Chips Shoestring,$5.80,https://www.igashop.com.au/product/mccain-beer-batter-chips-shoestring-151893
198861,Mccain Beer Batter Steakhouse Chips,$5.80,https://www.igashop.com.au/product/mccain-beer-batter-steakhouse-chips-198861
198780,Mccain Beer Batter Wedges,$5.80,https://www.igashop.com.au/product/mccain-beer-batter-wedges-198780
231253,Mccain Chips Quick Cook Shoestring,$5.30,https://www.igashop.com.au/product/mccain-chips-quick-cook-shoestring-231253
190000003284,Mccain Chips Quick Cook Straight Cut,$4.60,https://www.igashop.com.au/product/mccain-chips-quick-cook-straight-cut-190000003284
928782,Mccain Chips Superfries Shoestring,$4.80,https://www.igashop.com.au/product/mccain-chips-superfries-shoestring-928782
198811,Mccain French Fries Beer Battered Chunky Fries,$5.80,https://www.igashop.com.au/product/mccain-french-fries-beer-battered-chunky-fries-198811
231397,Mccain Fries Quick Cook Mini Smiles,$5.30,https://www.igashop.com.au/product/mccain-fries-quick-cook-mini-smiles-231397
186636,Mccain Hash Browns,$5.80,https://www.igashop.com.au/product/mccain-hash-browns-186636
148044,Mccain Pub Style Fries,$4.80,https://www.igashop.com.au/product/mccain-pub-style-fries-148044
154215,Mccain Pub Style Potato Wedges,$4.80,https://www.igashop.com.au/product/mccain-pub-style-potato-wedges-154215
156576,Mccain Straight Cut Healthy Choice,$6.00,https://www.igashop.com.au/product/mccain-straight-cut-healthy-choice-156576
368856,Mccain Straight Sweet Potato Chips,$7.70,https://www.igashop.com.au/product/mccain-straight-sweet-potato-chips-368856
928766,Mccain Super Fries Crinkle Cut,$4.80,https://www.igashop.com.au/product/mccain-super-fries-crinkle-cut-928766
928758,Mccain Super Fries Straight Cut,$4.80,https://www.igashop.com.au/product/mccain-super-fries-straight-cut-928758
925323,Mccain Superfries Steak Cut,$4.80,https://www.igashop.com.au/product/mccain-superfries-steak-cut-925323
